Quarter,Country,Ship,Gear,SweepLngt,HaulNo,Year,TotalNo,Sci_name,Month,Day,DayNight,ShootLat,ShootLong,Depth,HaulVal,DataType,GRIDID
1,FRA,THA2  ,GOV   ,50,60,2010,16,Echiichthys vipera,2,4,D ,54.6828,2.6956,19,V   ,C ,354
1,FRA,THA2  ,GOV   ,50,96,2010,8,Echiichthys vipera,2,14,D ,53.9456,0.8104,50,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,107,2010,7,Echiichthys vipera,2,18,D ,50.3096,1.3153,20,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,37,2010,42,Echiichthys vipera,1,27,D ,52.8099,3.9207,27,V   ,C ,220
1,FRA,THA2  ,GOV   ,50,52,2010,249,Echiichthys vipera,1,31,D ,52.6736,3.4222,30,V   ,C ,219
1,FRA,THA2  ,GOV   ,50,53,2010,4,Echiichthys vipera,1,31,D ,52.2793,4.1436,20,V   ,C ,187
1,FRA,THA2  ,GOV   ,50,104,2010,6,Echiichthys vipera,2,17,D ,51.6456,2.5585,40,V   ,C ,150
1,FRA,THA2  ,GOV   ,50,105,2010,7,Echiichthys vipera,2,17,D ,51.3258,2.0848,39,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,106,2010,34,Echiichthys vipera,2,17,D ,51.1408,2.2158,37,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,79,2010,2,Echiichthys vipera,2,9,D ,55.3761,2.6981,38,V   ,C ,388
1,FRA,THA2  ,GOV   ,50,23,2010,14,Echiichthys vipera,1,22,D ,50.5631,-0.4806,67,V   ,C ,76
1,FRA,THA2  ,GOV   ,50,25,2010,4,Echiichthys vipera,1,23,D ,50.8662,0.8825,30,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,20,2010,15,Echiichthys vipera,1,21,D ,50.6853,1.5321,28,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,33,2010,2,Echiichthys vipera,1,25,D ,52.5173,1.9265,30,V   ,C ,216
1,FRA,THA2  ,GOV   ,50,34,2010,42,Echiichthys vipera,1,25,D ,52.2423,2.3608,44,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,38,2010,6,Echiichthys vipera,1,27,D ,52.8201,4.0732,29,V   ,C ,221
1,FRA,THA2  ,GOV   ,50,39,2010,24,Echiichthys vipera,1,27,D ,53.2206,4.2161,31,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,9,2010,2,Echiichthys vipera,1,19,D ,50.3064,1.1833,30,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,20,2011,2,Echiichthys vipera,1,21,D ,52.0739,1.929,28,V   ,C ,182
1,FRA,THA2  ,GOV   ,50,21,2011,6,Echiichthys vipera,1,21,D ,52.2199,2.3636,44,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,37,2011,27,Echiichthys vipera,1,25,D ,54.8935,6.7804,37,V   ,C ,362
1,FRA,THA2  ,GOV   ,50,9,2011,6,Echiichthys vipera,1,17,D ,50.6185,0.1401,53,V   ,C ,77
1,FRA,THA2  ,GOV   ,50,23,2011,3,Echiichthys vipera,1,22,D ,53.879,3.8928,42,V   ,C ,288
1,FRA,THA2  ,GOV   ,50,82,2011,2,Echiichthys vipera,2,10,D ,53.3847,2.6829,33,V   ,C ,252
1,FRA,THA2  ,GOV   ,50,58,2011,4,Echiichthys vipera,2,2,N ,55.4569,2.7715,42,V   ,C ,388
1,FRA,THA2  ,GOV   ,50,83,2011,12,Echiichthys vipera,2,10,D ,53.2192,1.8061,36,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,88,2011,12,Echiichthys vipera,2,12,D ,52.202,3.7111,27,V   ,C ,186
1,FRA,THA2  ,GOV   ,50,90,2011,159,Echiichthys vipera,2,13,D ,51.1887,2.3909,24,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,85,2011,94,Echiichthys vipera,2,11,D ,52.6726,3.4235,29,V   ,C ,219
1,FRA,THA2  ,GOV   ,50,86,2011,6,Echiichthys vipera,2,11,D ,52.7437,2.6109,42,V   ,C ,218
1,FRA,THA2  ,GOV   ,50,48,2011,8,Echiichthys vipera,1,30,D ,53.2233,4.2153,30,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,14,2011,12,Echiichthys vipera,1,18,D ,50.5608,0.7328,43,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,15,2011,14,Echiichthys vipera,1,19,D ,50.9398,1.659,30,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,17,2011,29,Echiichthys vipera,1,20,D ,51.3083,2.047,42,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,18,2011,2,Echiichthys vipera,1,20,D ,51.5234,1.7574,43,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,78,2011,2,Echiichthys vipera,2,9,D ,53.4559,0.6365,54,V   ,C ,248
1,FRA,THA2  ,GOV   ,50,77,2011,15,Echiichthys vipera,2,8,D ,53.9461,0.867,50,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,50,2011,4,Echiichthys vipera,1,31,D ,54.6564,2.6861,19,V   ,C ,354
1,FRA,THA2  ,GOV   ,50,19,2011,20,Echiichthys vipera,1,20,D ,51.6653,2.1651,49,V   ,C ,149
1,FRA,THA2  ,GOV   ,50,7,2011,4,Echiichthys vipera,1,16,D ,50.3071,1.1873,32,V   ,C ,45
1,FRA,TRIF  ,GOV   ,50,3,2018,6,Echiichthys vipera,1,16,D ,51.7978,3.5152,23,V   ,C ,152
1,FRA,TRIF  ,GOV   ,50,5,2018,10,Echiichthys vipera,1,16,D ,52.2265,3.6613,22,V   ,C ,186
1,FRA,THA2  ,GOV   ,50,6,2018,4,Echiichthys vipera,1,23,D ,50.3097,1.3153,25,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,7,2018,14,Echiichthys vipera,1,23,D ,50.341,1.0596,41,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,8,2018,2,Echiichthys vipera,1,23,D ,50.3864,0.797,42,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,14,2018,2,Echiichthys vipera,1,25,D ,50.8059,1.5193,30,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,16,2018,59,Echiichthys vipera,1,26,D ,51.1333,2.2118,24,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,17,2018,102,Echiichthys vipera,1,26,D ,51.3721,2.2485,36,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,54,2018,38,Echiichthys vipera,2,9,D ,51.6446,2.56,42,V   ,C ,150
1,FRA,THA2  ,GOV   ,50,55,2018,24,Echiichthys vipera,2,9,D ,51.6886,2.1433,48,V   ,C ,149
1,FRA,THA2  ,GOV   ,50,56,2018,2,Echiichthys vipera,2,9,D ,51.7052,1.8755,48,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,57,2018,2,Echiichthys vipera,2,9,D ,51.9251,1.8142,33,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,18,2018,55,Echiichthys vipera,1,27,D ,52.2023,3.6718,28,V   ,C ,186
1,FRA,THA2  ,GOV   ,50,51,2018,36,Echiichthys vipera,2,8,D ,52.2188,2.3649,43,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,32,2018,44,Echiichthys vipera,1,31,D ,52.2919,2.2167,43,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,52,2018,72,Echiichthys vipera,2,8,D ,52.3215,2.6791,44,V   ,C ,184
1,FRA,THA2  ,GOV   ,50,19,2018,200,Echiichthys vipera,1,27,D ,52.389,3.7074,29,V   ,C ,186
1,FRA,THA2  ,GOV   ,50,33,2018,10,Echiichthys vipera,1,31,D ,52.6083,2.492,51,V   ,C ,217
1,FRA,THA2  ,GOV   ,50,20,2018,6,Echiichthys vipera,1,27,D ,52.6144,3.2771,40,V   ,C ,219
1,FRA,THA2  ,GOV   ,50,53,2018,64,Echiichthys vipera,2,8,D ,52.9293,2.5647,39,V   ,C ,218
1,FRA,THA2  ,GOV   ,50,34,2018,5,Echiichthys vipera,2,1,D ,53.1557,4.1479,31,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,50,2018,14,Echiichthys vipera,2,7,D ,53.2207,2.355,41,V   ,C ,251
1,FRA,THA2  ,GOV   ,50,49,2018,2,Echiichthys vipera,2,7,D ,53.4301,1.5652,30,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,23,2018,8,Echiichthys vipera,1,28,D ,53.7388,2.768,36,V   ,C ,286
1,FRA,THA2  ,GOV   ,50,44,2018,2,Echiichthys vipera,2,5,D ,53.8113,5.5997,33,V   ,C ,292
1,FRA,THA2  ,GOV   ,50,39,2018,2,Echiichthys vipera,2,4,D ,53.8845,6.4296,26,V   ,C ,293
1,FRA,THA2  ,GOV   ,50,27,2018,18,Echiichthys vipera,1,30,D ,53.9471,0.8089,48,V   ,C ,282
1,SWE,DANS  ,GOV   ,60,4,2018,4,Echiichthys vipera,1,19,D ,56.8827,7.5312,26,V   ,C ,500
1,FRA,THA2  ,GOV   ,50,54,2019,15,Echiichthys vipera,2,12,D ,50.3076,1.1863,30,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,6,2019,230,Echiichthys vipera,1,24,D ,51.1408,2.2256,27,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,7,2019,32,Echiichthys vipera,1,25,D ,52.2516,3.9167,24,V   ,C ,186
1,GFR,DANG  ,GOV   ,50,5,2019,10,Echiichthys vipera,1,5,D ,54.6093,1.9703,24,V   ,C ,352
1,GFR,DANG  ,GOV   ,50,10,2019,4,Echiichthys vipera,1,7,D ,55.211,1.392,40,V   ,C ,385
1,GFR,DANG  ,GOV   ,50,17,2019,8,Echiichthys vipera,1,11,D ,54.8775,7.0928,27,V   ,C ,363
1,GFR,DANG  ,GOV   ,50,22,2019,6,Echiichthys vipera,1,16,D ,55.859,7.1147,31,V   ,C ,431
1,GFR,DANG  ,GOV   ,50,23,2019,4,Echiichthys vipera,1,16,D ,56.055,7.1178,30,V   ,C ,465
1,GFR,DANG  ,GOV   ,50,25,2019,64,Echiichthys vipera,1,17,D ,56.944,7.618,22,V   ,C ,500
1,GFR,DANG  ,GOV   ,50,26,2019,2,Echiichthys vipera,1,17,D ,56.9615,6.4562,54,V   ,C ,497
1,FRA,THA2  ,GOV   ,50,1,2019,2,Echiichthys vipera,1,22,D ,50.4757,1.443,28,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,18,2019,14,Echiichthys vipera,1,29,D ,53.2456,4.1949,29,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,19,2019,10,Echiichthys vipera,1,29,D ,53.0556,4.3202,32,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,26,2019,94,Echiichthys vipera,2,2,D ,53.7176,2.4846,33,V   ,C ,285
1,FRA,THA2  ,GOV   ,50,27,2019,66,Echiichthys vipera,2,2,D ,53.2513,2.6928,32,V   ,C ,252
1,FRA,THA2  ,GOV   ,50,28,2019,121,Echiichthys vipera,2,2,D ,52.7993,2.7157,39,V   ,C ,218
1,FRA,THA2  ,GOV   ,50,29,2019,6,Echiichthys vipera,2,3,D ,53.4648,0.6709,89,V   ,C ,248
1,FRA,THA2  ,GOV   ,50,30,2019,10,Echiichthys vipera,2,3,D ,53.8328,0.8822,40,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,31,2019,3,Echiichthys vipera,2,3,D ,53.673,1.5383,88,V   ,C ,284
1,FRA,THA2  ,GOV   ,50,35,2019,16,Echiichthys vipera,2,5,D ,53.1209,1.745,38,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,37,2019,6,Echiichthys vipera,2,5,D ,52.304,1.9004,28,V   ,C ,182
1,FRA,THA2  ,GOV   ,50,39,2019,68,Echiichthys vipera,2,6,D ,52.2024,3.6662,27,V   ,C ,186
1,FRA,THA2  ,GOV   ,50,40,2019,1885,Echiichthys vipera,2,6,D ,52.6786,3.4191,30,V   ,C ,219
1,FRA,THA2  ,GOV   ,50,41,2019,12,Echiichthys vipera,2,7,D ,52.2464,2.3565,45,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,42,2019,96,Echiichthys vipera,2,7,D ,52.3247,2.6957,43,V   ,C ,184
1,FRA,THA2  ,GOV   ,50,43,2019,8,Echiichthys vipera,2,7,D ,52.6088,2.4994,48,V   ,C ,217
1,FRA,THA2  ,GOV   ,50,45,2019,14,Echiichthys vipera,2,8,D ,51.6776,1.8623,48,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,48,2019,2,Echiichthys vipera,2,9,D ,51.3133,2.0577,37,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,47,2019,14,Echiichthys vipera,2,9,D ,51.2994,1.7386,40,V   ,C ,114
1,FRA,THA2  ,GOV   ,50,46,2019,40,Echiichthys vipera,2,8,D ,51.561,1.7541,43,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,50,2019,8,Echiichthys vipera,2,10,D ,50.6705,1.0495,50,V   ,C ,79
1,FRA,THA2  ,GOV   ,50,51,2019,28,Echiichthys vipera,2,11,D ,50.5453,0.3736,47,V   ,C ,77
1,FRA,THA2  ,GOV   ,50,52,2019,2,Echiichthys vipera,2,11,D ,50.5627,0.6794,41,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,49,2019,58,Echiichthys vipera,2,10,D ,50.6623,1.5416,22,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,53,2019,12,Echiichthys vipera,2,11,D ,50.1561,0.9688,34,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,24,2020,552,Echiichthys vipera,1,18,D ,52.7481,3.5055,26,V   ,C ,220
1,FRA,THA2  ,GOV   ,50,25,2020,370,Echiichthys vipera,1,19,D ,52.7072,4.0305,26,V   ,C ,221
1,FRA,THA2  ,GOV   ,50,28,2020,42,Echiichthys vipera,1,21,D ,52.5973,2.4617,49,V   ,C ,217
1,FRA,THA2  ,GOV   ,50,29,2020,863,Echiichthys vipera,1,21,D ,52.9295,2.6965,37,V   ,C ,218
1,FRA,THA2  ,GOV   ,50,53,2020,24,Echiichthys vipera,1,28,D ,51.5668,1.7553,43,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,27,2020,90,Echiichthys vipera,1,21,D ,52.3731,2.6718,44,V   ,C ,184
1,GFR,DANG  ,GOV   ,50,4,2020,2,Echiichthys vipera,1,11,D ,54.6173,7.4792,24,V   ,C ,363
1,GFR,DANG  ,GOV   ,50,61,2020,2,Echiichthys vipera,2,5,D ,56.9372,7.0897,32,V   ,C ,499
1,GFR,DANG  ,GOV   ,50,3,2020,2,Echiichthys vipera,1,10,D ,55.5037,7.1987,30,V   ,C ,431
1,FRA,THA2  ,GOV   ,50,32,2020,62,Echiichthys vipera,1,22,D ,53.3598,2.44,32,V   ,C ,251
1,FRA,THA2  ,GOV   ,50,2,2020,18,Echiichthys vipera,1,10,D ,50.309,1.1895,32,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,33,2020,476,Echiichthys vipera,1,22,D ,53.5786,2.2207,19,V   ,C ,285
1,FRA,THA2  ,GOV   ,50,34,2020,24,Echiichthys vipera,1,23,D ,54.191,1.3564,64,V   ,C ,317
1,FRA,THA2  ,GOV   ,50,1,2020,15,Echiichthys vipera,1,10,D ,50.481,1.4452,32,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,59,2020,3,Echiichthys vipera,1,31,D ,50.9812,1.0904,28,V   ,C ,79
1,FRA,THA2  ,GOV   ,50,6,2020,2,Echiichthys vipera,1,12,D ,50.547,0.3803,49,V   ,C ,77
1,FRA,THA2  ,GOV   ,50,42,2020,16,Echiichthys vipera,1,25,D ,53.8381,0.9255,40,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,13,2020,6,Echiichthys vipera,1,15,D ,51.6213,3.1647,26,V   ,C ,151
1,FRA,THA2  ,GOV   ,50,12,2020,7,Echiichthys vipera,1,14,D ,51.3164,2.0642,40,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,45,2020,6,Echiichthys vipera,1,26,D ,53.464,1.5828,29,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,14,2020,10,Echiichthys vipera,1,15,D ,51.8301,3.4448,29,V   ,C ,151
1,FRA,THA2  ,GOV   ,50,15,2020,92,Echiichthys vipera,1,15,D ,52.2529,3.914,26,V   ,C ,186
1,FRA,THA2  ,GOV   ,50,46,2020,22,Echiichthys vipera,1,26,D ,53.143,1.7728,35,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,47,2020,23,Echiichthys vipera,1,26,D ,52.9372,1.8517,32,V   ,C ,216
1,FRA,THA2  ,GOV   ,50,48,2020,2,Echiichthys vipera,1,27,D ,52.275,1.8976,28,V   ,C ,182
1,FRA,THA2  ,GOV   ,50,49,2020,46,Echiichthys vipera,1,27,D ,52.2779,2.2077,44,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,50,2020,2,Echiichthys vipera,1,27,D ,51.9569,1.8297,34,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,23,2020,451,Echiichthys vipera,1,18,D ,53.1699,3.7489,29,V   ,C ,254
1,FRA,THA2  ,GOV   ,50,52,2020,18,Echiichthys vipera,1,28,D ,51.658,2.1761,46,V   ,C ,149
1,FRA,THA2  ,GOV   ,50,22,2020,160,Echiichthys vipera,1,18,D ,53.2442,4.2035,30,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,51,2020,104,Echiichthys vipera,1,28,D ,51.6197,2.5401,39,V   ,C ,150
1,GFR,WAH3  ,GOV   ,-9,21,2000,2,Echiodon drummondii,2,5,D ,61.1667,-1.35,165,V   ,C ,788
1,SCO,SCO3  ,GOV   ,60,46,2001,2,Echiodon drummondii,1,31,N ,59.3713,-0.1383,135,V   ,C ,654
1,SCO,SCO3  ,GOV   ,60,29,2009,2,Echiodon drummondii,2,5,D ,58.9033,-0.667,136,V   ,C ,619
1,SWE,ARG   ,GOV   ,-9,24,2000,10,Enchelyopus cimbrius,2,1,D ,57.9,11.1833,63,V   ,C ,575
1,GFR,WAH3  ,GOV   ,-9,82,2000,114,Enchelyopus cimbrius,2,27,D ,54.2167,4.45,49,V   ,C ,323
1,SWE,ARG   ,GOV   ,-9,9,2000,136,Enchelyopus cimbrius,1,26,D ,57.9667,9.8667,103,V   ,C ,572
1,GFR,WAH3  ,GOV   ,-9,79,2000,42,Enchelyopus cimbrius,2,26,D ,54.25,5.6333,41,V   ,C ,326
1,SWE,ARG   ,GOV   ,-9,10,2000,2,Enchelyopus cimbrius,1,26,D ,57.9,9.9,61,V   ,C ,572
1,SWE,ARG   ,GOV   ,-9,31,2000,160,Enchelyopus cimbrius,2,4,D ,57.35,11.5833,63,V   ,C ,542
1,FRA,THA2  ,GOV   ,50,33,2000,78,Enchelyopus cimbrius,2,17,D ,54.0667,4.1333,42,V   ,C ,323
1,FRA,THA2  ,GOV   ,50,56,2000,68,Enchelyopus cimbrius,2,24,D ,55.45,-1.0333,91,V   ,C ,380
1,SWE,ARG   ,GOV   ,-9,29,2000,102,Enchelyopus cimbrius,2,3,D ,56.3667,12.2667,33,V   ,C ,475
1,NOR,MIC   ,GOV   ,-9,38,2000,6,Enchelyopus cimbrius,2,4,D ,57.7667,5.8167,157,V   ,C ,564
1,GFR,WAH3  ,GOV   ,-9,83,2000,16,Enchelyopus cimbrius,2,28,D ,54.7667,4.4833,49,V   ,C ,357
1,GFR,WAH3  ,GOV   ,-9,50,2000,2,Enchelyopus cimbrius,2,17,D ,57.6833,-0.5,112,V   ,C ,551
1,SWE,ARG   ,GOV   ,-9,1,2000,32,Enchelyopus cimbrius,1,24,D ,57.6833,11.3667,68,V   ,C ,575
1,SWE,ARG   ,GOV   ,-9,37,2000,22,Enchelyopus cimbrius,2,8,D ,58.35,10.85,136,V   ,C ,608
1,GFR,WAH3  ,GOV   ,-9,48,2000,8,Enchelyopus cimbrius,2,17,D ,58.75,-0.5667,123,V   ,C ,619
1,SWE,ARG   ,GOV   ,-9,42,2000,4,Enchelyopus cimbrius,2,9,D ,57.6667,10.9667,32,V   ,C ,574
1,SWE,ARG   ,GOV   ,-9,8,2000,148,Enchelyopus cimbrius,1,26,D ,58.0333,9.8667,147,V   ,C ,606
1,SWE,ARG   ,GOV   ,-9,12,2000,84,Enchelyopus cimbrius,1,27,D ,57.1667,11.45,79,V   ,C ,541
1,FRA,THA2  ,GOV   ,50,2,2000,4,Enchelyopus cimbrius,2,8,D ,51.1333,2.1833,26,V   ,C ,115
1,SWE,ARG   ,GOV   ,-9,30,2000,64,Enchelyopus cimbrius,2,4,D ,57.1333,11.85,55,V   ,C ,542
1,GFR,WAH3  ,GOV   ,-9,81,2000,28,Enchelyopus cimbrius,2,27,D ,53.85,4.8667,40,V   ,C ,290
1,SWE,ARG   ,GOV   ,-9,39,2000,102,Enchelyopus cimbrius,2,9,D ,58.25,11.1667,66,V   ,C ,609
1,FRA,THA2  ,GOV   ,50,15,2000,28,Enchelyopus cimbrius,2,12,D ,56.05,5.7667,44,V   ,C ,462
1,GFR,WAH3  ,GOV   ,-9,88,2000,34,Enchelyopus cimbrius,2,29,D ,54.75,6.45,41,V   ,C ,361
1,SWE,ARG   ,GOV   ,-9,41,2000,74,Enchelyopus cimbrius,2,9,D ,58.0833,11.0667,132,V   ,C ,609
1,FRA,THA2  ,GOV   ,50,6,2000,50,Enchelyopus cimbrius,2,10,D ,54.0833,2.35,66,V   ,C ,319
1,SWE,ARG   ,GOV   ,-9,34,2000,79,Enchelyopus cimbrius,2,8,D ,58.5833,10.9,77,V   ,C ,642
1,SWE,ARG   ,GOV   ,-9,2,2000,58,Enchelyopus cimbrius,1,25,D ,57.7833,8.7833,218,V   ,C ,570
1,GFR,WAH3  ,GOV   ,-9,30,2000,6,Enchelyopus cimbrius,2,9,D ,58.8333,-1.15,118,V   ,C ,618
1,FRA,THA2  ,GOV   ,50,54,2000,2,Enchelyopus cimbrius,2,24,D ,55.5667,-0.8167,87,V   ,C ,415
1,FRA,THA2  ,GOV   ,50,40,2000,2,Enchelyopus cimbrius,2,18,D ,54.4167,1.5833,51,V   ,C ,318
1,SWE,ARG   ,GOV   ,-9,7,2000,26,Enchelyopus cimbrius,1,26,D ,58.0833,9.85,253,V   ,C ,606
1,GFR,WAH3  ,GOV   ,-9,44,2000,6,Enchelyopus cimbrius,2,16,N ,60.25,1.4,126,V   ,C ,725
1,SWE,ARG   ,GOV   ,-9,13,2000,369,Enchelyopus cimbrius,1,27,D ,57.2,11.6667,67,V   ,C ,542
1,SWE,ARG   ,GOV   ,-9,36,2000,12,Enchelyopus cimbrius,2,8,D ,58.4833,11.1333,56,V   ,C ,609
1,GFR,WAH3  ,GOV   ,-9,2,2000,2,Enchelyopus cimbrius,1,28,D ,58.2667,4.2667,164,V   ,C ,595
1,SWE,ARG   ,GOV   ,-9,16,2000,2,Enchelyopus cimbrius,1,28,D ,57.0167,12.2,31,V   ,C ,543
1,GFR,WAH3  ,GOV   ,-9,11,2000,2,Enchelyopus cimbrius,2,1,D ,58.2833,1.4667,108,V   ,C ,589
1,GFR,WAH3  ,GOV   ,-9,74,2000,4,Enchelyopus cimbrius,2,24,D ,56.25,5.5167,56,V   ,C ,462
1,GFR,WAH3  ,GOV   ,-9,39,2000,8,Enchelyopus cimbrius,2,14,D ,59.4,3.2167,144,V   ,C ,661
1,GFR,WAH3  ,GOV   ,-9,8,2000,8,Enchelyopus cimbrius,1,31,D ,59.3167,0.4833,132,V   ,C ,655
1,FRA,THA2  ,GOV   ,50,41,2000,2,Enchelyopus cimbrius,2,19,D ,53.9667,1.3,34,V   ,C ,283
1,SWE,ARG   ,GOV   ,-9,33,2000,44,Enchelyopus cimbrius,2,8,D ,58.65,10.8333,81,V   ,C ,642
1,SWE,ARG   ,GOV   ,-9,28,2000,4,Enchelyopus cimbrius,2,2,D ,56.6,11.8333,32,V   ,C ,508
1,SWE,ARG   ,GOV   ,-9,40,2000,12,Enchelyopus cimbrius,2,9,D ,58.1,10.75,221,V   ,C ,608
1,FRA,THA2  ,GOV   ,50,31,2000,4,Enchelyopus cimbrius,2,16,D ,53.95,7.45,21,V   ,C ,295
1,SWE,ARG   ,GOV   ,-9,35,2000,102,Enchelyopus cimbrius,2,8,D ,58.5333,10.85,97,V   ,C ,642
1,SWE,ARG   ,GOV   ,-9,27,2000,2,Enchelyopus cimbrius,2,2,D ,56.35,11.9167,32,V   ,C ,474
1,SWE,ARG   ,GOV   ,-9,23,2000,4,Enchelyopus cimbrius,2,1,D ,57.8167,10.9833,49,V   ,C ,574
1,FRA,THA2  ,GOV   ,50,21,2000,78,Enchelyopus cimbrius,2,14,D ,55.2,6.35,42,V   ,C ,395
1,SWE,ARG   ,GOV   ,-9,15,2000,24,Enchelyopus cimbrius,1,27,D ,56.7833,11.8667,46,V   ,C ,508
1,SWE,ARG   ,GOV   ,-9,21,2000,14,Enchelyopus cimbrius,2,1,D ,57.8333,10.5833,105,V   ,C ,574
1,SWE,ARG   ,GOV   ,-9,18,2000,8,Enchelyopus cimbrius,1,31,D ,57.5667,11.6333,45,V   ,C ,576
1,FRA,THA2  ,GOV   ,50,25,2000,28,Enchelyopus cimbrius,2,15,D ,54.7167,5.2,37,V   ,C ,359
1,SWE,ARG   ,GOV   ,-9,45,2000,7,Enchelyopus cimbrius,2,10,D ,56.85,12.25,38,V   ,C ,509
1,GFR,WAH3  ,GOV   ,-9,43,2000,10,Enchelyopus cimbrius,2,15,D ,60.6333,1.5333,139,V   ,C ,760
1,GFR,WAH3  ,GOV   ,-9,86,2000,2,Enchelyopus cimbrius,2,28,D ,54.8833,5.2167,42,V   ,C ,359
1,SWE,ARG   ,GOV   ,-9,14,2000,9,Enchelyopus cimbrius,1,27,D ,56.95,11.6833,63,V   ,C ,508
1,FRA,THA2  ,GOV   ,50,35,2000,40,Enchelyopus cimbrius,2,17,D ,53.95,5.1333,33,V   ,C ,291
1,FRA,THA2  ,GOV   ,50,24,2000,12,Enchelyopus cimbrius,2,14,D ,54.45,6.7167,31,V   ,C ,328
1,FRA,THA2  ,GOV   ,50,34,2000,23,Enchelyopus cimbrius,2,17,D ,53.85,4.6833,34,V   ,C ,290
1,FRA,THA2  ,GOV   ,50,36,2000,50,Enchelyopus cimbrius,2,17,D ,54.15,5.4667,34,V   ,C ,325
1,SWE,ARG   ,GOV   ,-9,3,2000,2,Enchelyopus cimbrius,1,25,D ,57.6333,8.8167,83,V   ,C ,570
1,FRA,THA2  ,GOV   ,50,28,2000,10,Enchelyopus cimbrius,2,15,D ,54.8333,4.5,40,V   ,C ,357
1,FRA,THA2  ,GOV   ,50,29,2000,2,Enchelyopus cimbrius,2,16,D ,54.3167,8.1,12,V   ,C ,331
1,SCO,SCO3  ,GOV   ,60,38,2000,2,Enchelyopus cimbrius,2,9,D ,58.35,-1.6333,125,V   ,C ,583
1,GFR,WAH3  ,GOV   ,-9,33,2000,2,Enchelyopus cimbrius,2,13,N ,58.2167,0.5667,151,V   ,C ,588
1,GFR,WAH3  ,GOV   ,-9,35,2000,4,Enchelyopus cimbrius,2,13,N ,59.2167,-0.5,142,V   ,C ,653
1,FRA,THA2  ,GOV   ,50,42,2000,2,Enchelyopus cimbrius,2,19,D ,53.8333,0.9,34,V   ,C ,282
1,GFR,WAH3  ,GOV   ,-9,13,2000,4,Enchelyopus cimbrius,2,1,D ,57.8667,0.6333,132,V   ,C ,554
1,FRA,THA2  ,GOV   ,50,67,2000,2,Enchelyopus cimbrius,3,3,D ,51.5667,1.75,33,V   ,C ,148
1,GFR,WAH3  ,GOV   ,-9,87,2000,2,Enchelyopus cimbrius,2,29,D ,55.1333,6.4333,47,V   ,C ,395
1,GFR,WAH3  ,GOV   ,-9,47,2000,2,Enchelyopus cimbrius,2,16,D ,59.3333,0.4833,131,V   ,C ,655
