group,subgroup,species,min_depth,max_depth,location,longitude,latitude,survey_min,survey_max,season,ref_id
crustacea,malacostraca,Squilla mantis,28,551,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Typton spongicola,48,96,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Alepocephalus rostratus,396,807,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Alosa fallax,33,90,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Anguilla anguilla,43,558,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Anthias anthias,47,243,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Aphia minuta,27,275,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Apterichtus caecus,149,149,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Argentina sphyraena,75,688,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Argyropelecus aculeatus,58,672,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Argyropelecus hemigymnus,58,798,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Arnoglossus imperialis,41,179,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Arnoglossus laterna,25,338,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Arnoglossus rueppelii,77,629,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Arnoglossus thori,25,615,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Aulopus filamentosus,106,424,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Bathophilus nigerrimus,462,720,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Bathypterois mediterraneus,660,660,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Bathysolea profundicola,48,799,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Bellottia apoda,340,637,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Benthocometes robustus,408,786,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Benthosema glaciale,76,780,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Blennius ocellaris,25,351,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Boops boops,26,525,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Borostomias antarcticus,460,780,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Bothus podas,30,274,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Buglossidium luteum,27,27,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Callanthias ruber,76,320,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Callionymus lyra,41,134,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Callionymus maculatus,30,540,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Callionymus pusillus,46,46,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Callionymus risso,34,124,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Capros aper,38,691,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Caranx rhonchus,28,327,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Carapus acus,44,557,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Cataetyx alleni,387,798,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Centracanthus cirrus,51,172,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Centrolophus niger,89,780,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Cepola macrophthalma,27,390,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Ceratoscopelus maderensis,140,796,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Chauliodus sloani,126,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Chelidonichthys cuculus,55,444,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Chelidonichthys lucerna,27,133,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Chelidonichthys obscurus,25,140,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Chelon labrosus,37,43,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Chlopsis bicolor,82,318,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Chlorophthalmus agassizi,113,740,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Citharus linguatula,27,536,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Coelorinchus caelorhincus,90,807,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Coelorinchus labiatus,509,807,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Conger conger,27,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Coris julis,27,77,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Crystallogobius linearis,39,666,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Cyclothone braueri,418,699,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Cyclothone pygmaea,402,660,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Dactylopterus volitans,27,172,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Deltentosteus collonianus,60,81,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Deltentosteus quadrimaculatus,25,297,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Dentex dentex,27,118,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Dentex maroccanus,30,161,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Diaphus holti,171,757,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Dicentrarchus labrax,27,58,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Dicologlossa cuneata,45,513,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Dicologlossa hexophthalma,125,125,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Diplecogaster bimaculata,27,136,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Diplodus annularis,26,337,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Diplodus cervinus,47,67,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Diplodus puntazzo,33,72,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Diplodus sargus,27,58,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Diplodus vulgaris,27,147,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Dysomma brevirostre,416,694,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Echelus myrus,38,337,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Echiodon dentatus,226,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Electrona risso,312,687,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Engraulis encrasicolus,27,275,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Epigonus constanciae,328,504,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Epigonus denticulatus,47,798,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Epigonus telescopus,236,807,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Eretmophorus kleinenbergi,583,680,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Eutrigla gurnardus,27,529,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Evermannella balbo,424,793,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gadella maraldi,342,699,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gadiculus argenteus,53,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gaidropsarus biscayensis,47,793,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Glossanodon leioglossus,75,691,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gnathophis mystax,58,720,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gobius fallax,48,108,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gobius geniporus,26,168,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gobius niger,34,143,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gonichthys cocco,638,638,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gonostoma denudatum,485,485,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Gymnammodytes cicerelus,76,77,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Helicolenus dactylopterus,48,786,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Hippocampus hippocampus,63,63,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Hoplostethus mediterraneus,133,807,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Hygophum benoiti,226,795,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Hygophum hygomii,187,793,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Hymenocephalus italicus,271,798,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Ichthyococcus ovatus,257,720,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lampanyctus crocodilus,76,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lappanella fasciata,139,146,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lepidion lepidion,435,798,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lepidopus caudatus,46,754,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lepidorhombus boscii,41,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lepidorhombus whiffiagonis,77,523,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lepidotrigla cavillone,36,342,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lepidotrigla dieuzeidei,58,355,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lestidiops sphyrenoides,299,299,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lesueurigobius friesii,34,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lesueurigobius sanzi,33,337,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lesueurigobius suerii,37,342,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lithognathus mormyrus,39,43,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Liza aurata,34,46,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Liza ramada,34,46,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lobianchia dofleini,249,796,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lobianchia gemellarii,626,626,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lophius budegassa,34,759,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Lophius piscatorius,27,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Macroramphosus scolopax,41,689,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Maurolicus muelleri,75,754,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Melanostigma atlanticum,61,731,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Merluccius merluccius,28,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Microchirus boscanion,42,263,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Microchirus ocellatus,44,63,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Microchirus theophila,58,58,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Microchirus variegatus,36,648,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Micromesistius poutassou,56,780,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Mola mola,27,350,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Molva dypterygia,77,754,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Molva macrophthalma,181,501,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Molva molva,159,521,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Monochirus hispidus,43,147,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Mora moro,179,798,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Mugil cephalus,34,36,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Mullus barbatus,27,329,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Mullus surmuletus,26,544,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Muraena helena,55,78,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Myctophum punctatum,77,796,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Nansenia oblita,337,727,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Nemichthys scolopaceus,76,799,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Nettastoma melanurum,130,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Nezumia aequalis,235,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Nezumia sclerorhynchus,377,377,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Notacanthus bonaparte,295,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Notolepis risso,49,780,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Notoscopelus bolini,173,659,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Notoscopelus elongatus,105,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Notoscopelus kroeyeri,585,585,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Ophichthus rufus,36,773,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Ophidion barbatum,38,529,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Ophidion rochei,41,236,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Ophisurus serpens,39,723,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pagellus acarne,27,754,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pagellus bogaraveo,38,807,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pagellus erythrinus,25,151,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pagrus pagrus,27,636,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Parablennius tentacularis,52,53,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Paralepis coregonoides,261,790,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Paraliparis leptochirus,113,761,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Paraliparis murieli,707,707,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pegusa impar,52,72,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pegusa lascaris,121,121,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Peristedion cataphractum,47,571,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Phrynorhombus regius,53,65,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Phycis blennoides,79,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Phycis phycis,47,527,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Polyacanthonotus rissoanus,266,780,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Polyprion americanus,283,342,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pomatomus saltatrix,33,60,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pomatoschistus marmoratus,42,150,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pomatoschistus microps,41,269,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pomatoschistus minutus,64,64,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Psenes pellucidus,62,450,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Pseudaphya ferreri,51,98,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Rhynchogadus hepaticus,86,735,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Sardina pilchardus,26,390,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Sardinella aurita,27,214,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Schedophilus medusophagus,754,754,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Schedophilus ovalis,780,780,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Sciaena umbra,45,45,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scomber colias,38,368,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scomber japonicus,58,63,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scomber scombrus,27,344,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scophthalmus maximus,56,113,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scophthalmus rhombus,40,87,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scorpaena elongata,30,444,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scorpaena loppei,47,172,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scorpaena notata,26,418,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scorpaena porcus,27,263,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Scorpaena scrofa,27,159,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Seriola dumerili,43,80,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Serranus cabrilla,27,250,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Serranus hepatus,25,382,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Solea senegalensis,30,85,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Solea solea,38,197,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Sparus aurata,30,80,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Sphoeroides pachygaster,123,180,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Sphyraena sphyraena,37,87,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Spicara flexuosa,25,448,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Spicara maena,27,153,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Spicara smaris,26,384,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Spondyliosoma cantharus,36,157,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Sprattus sprattus,46,90,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Stomias boa,77,796,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Stromateus fiatola,37,38,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Symbolophorus veranyi,168,776,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Symphodus cinereus,56,60,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Symphurus ligulatus,78,798,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Symphurus nigrescens,27,799,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Synapturichthys kleinii,51,76,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Synchiropus phaeton,47,793,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Syngnathus acus,27,312,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Syngnathus phlegon,91,561,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Synodus saurus,27,65,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachinus araneus,43,43,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachinus draco,27,638,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachinus radiatus,41,110,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachipterus trachypterus,96,125,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachurus mediterraneus,25,699,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachurus picturatus,36,796,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachurus trachurus,25,749,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachyrincus scabrus,96,823,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trachyscorpia cristulata,693,786,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trigla lyra,72,773,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trigloporus lastoviza,26,257,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trisopterus luscus,69,133,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Trisopterus minutus,37,334,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Umbrina canariensis,43,80,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Umbrina cirrosa,41,89,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Umbrina ronchus,34,112,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Uranoscopus scaber,30,152,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Vinciguerria attenuata,232,722,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Vinciguerria poweriae,228,701,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Xiphias gladius,114,114,spain,1,39,25,800,spr/sum,1
chordata,osteichthyes,Zeus faber,26,409,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Aplidium conicum,41,95,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Aplidium elegans,51,93,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Aplidium haouarianum,60,60,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Aplidium nordmanni,51,82,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Ascidia mentula,41,723,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Ascidia virginea,57,138,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Ascidiella aspersa,41,140,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Ascidiella scabra,43,217,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Botryllus schlosseri,41,117,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Ciona intestinalis,51,723,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Cystodytes dellachiajei,51,53,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Dendrodoa grossularia,51,51,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Diazona violacea,51,409,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Halocynthia papillosa,41,357,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Microcosmus sabatieri,46,146,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Microcosmus vulgaris,38,520,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Molgula appendiculata,38,557,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Phallusia mammillata,38,382,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Polycarpa mamillaris,41,358,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Polycarpa pomaria,46,225,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Polycitor adriaticus,51,98,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Polyclenella azemai,51,92,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Pseudodistoma cyrnusense,60,81,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Pyura dura,58,76,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Pyura microcosmus,51,718,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Styela plicata,62,62,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Synoicum blochmanni,57,358,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Centrophorus granulosus,705,749,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Centrophorus uyato,322,796,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Dalatias licha,408,799,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Dasyatis centroura,58,58,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Dasyatis pastinaca,39,78,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Dipturus oxyrinchus,144,699,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Etmopterus spinax,124,823,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Galeorhinus galeus,263,593,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Galeus atlanticus,330,807,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Galeus melastomus,77,823,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Heptranchias perlo,428,556,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Hexanchus griseus,534,761,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Leucoraja circularis,252,718,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Leucoraja melitensis,142,146,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Leucoraja naevus,41,799,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Mustelus asterias,107,107,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Mustelus mustelus,36,141,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Myliobatis aquila,41,144,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Oxynotus centrina,77,710,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Pteroplatytrygon violacea,64,64,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja africana,47,47,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja asterias,26,313,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja brachyura,57,63,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja clavata,27,691,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja miraletus,41,291,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja montagui,41,402,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja polystigma,40,749,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Raja radula,45,216,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Rostroraja alba,58,174,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Scyliorhinus canicula,38,761,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Squalus acanthias,77,278,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Squalus blainville,107,358,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Torpedo marmorata,27,550,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Tetronarce nobiliana,36,722,spain,1,39,25,800,spr/sum,1
chordata,chondrichthyes,Chimaera monstrosa,195,807,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Pyrosoma atlanticum,52,807,spain,1,39,25,800,spr/sum,1
chordata,tunicata,Salpa maxima,57,754,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Abra alba,186,741,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Abra longicallus,754,754,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Acanthocardia aculeata,44,123,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Acanthocardia echinata,34,123,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Acanthocardia paucicostata,38,38,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Acanthocardia spinosa,76,76,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Acanthocardia tuberculata,92,92,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Aequipecten opercularis,34,456,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Amygdalum politum,636,807,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Anadara diluvii,47,694,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Anadara inaequivalvis,44,133,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Anomia ephippium,46,146,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Arca noae,134,134,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Arca tetragona,136,136,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Atrina fragilis,45,232,spain,1,39,25,800,spr/sum,1
mollusca,bivalvia,Barbatia barbata,77,77,spain,1,39,25,800,spr/sum,1
