group,subgroup,species,min_depth,max_depth,location,longitude,latitude,survey_min,survey_max,season,ref_id,ref_W_to_E,total.hauls,count,std_min_depth,std_max_depth,std_log_min_depth,std_log_max_depth,BO_sstmean,BO_sstmax,BO_sstmin,BO_sstrange,BO_salinity,BO_chlomean,btemp,min_com_depth,max_com_depth,mean_com_depth,liter_d_range,grossaff,grossaff_range
mollusca,cephalopoda,Eledone cirrhosa,221,541,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,156.5,-20.83333333,1.658171758,-0.022920957,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,5,500,252.5,495,11.28,11.99
mollusca,cephalopoda,Eledone cirrhosa,30,695,spain,1,39,25,800,spr/sum,1,1,1600,6,-34.5,133.1666667,-0.338793562,0.22757161,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,500,252.5,495,11.28,11.99
mollusca,cephalopoda,Eledone cirrhosa,53,400,balearic islands,3.4,40,44,745,spring,10,2,88,6,-11.5,-161.8333333,0.23030097,-0.324875689,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,5,500,252.5,495,11.28,11.99
mollusca,cephalopoda,Eledone cirrhosa,44,548,S aegean,25.5,37,16,770,spr/sum,11,9,708,6,-20.5,-13.83333333,0.04419869,-0.010064949,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,5,500,252.5,495,11.28,11.99
mollusca,cephalopoda,Eledone cirrhosa,24,537,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,6,-40.5,-24.83333333,-0.561937113,-0.030342141,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,5,500,252.5,495,11.28,11.99
mollusca,cephalopoda,Eledone cirrhosa,15,650,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-49.5,88.16666667,-1.031940743,0.160632127,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,500,252.5,495,11.28,11.99
mollusca,cephalopoda,Eledone moschata,76,137,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,43.5,-93.66666667,1.051560453,-0.400270289,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,8,496,252,488,18.22,4.3
mollusca,cephalopoda,Eledone moschata,26,395,spain,1,39,25,800,spr/sum,1,1,1600,6,-6.5,164.3333333,-0.021076349,0.65863455,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,8,496,252,488,18.22,4.3
mollusca,cephalopoda,Eledone moschata,44,101,balearic islands,3.4,40,44,745,spring,10,2,88,6,11.5,-129.6666667,0.505016747,-0.705130698,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,8,496,252,488,18.22,4.3
mollusca,cephalopoda,Eledone moschata,16,223,S aegean,25.5,37,16,770,spr/sum,11,9,708,6,-16.5,-7.666666667,-0.506584165,0.086920557,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,8,496,252,488,18.22,4.3
mollusca,cephalopoda,Eledone moschata,21,165,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,6,-11.5,-65.66666667,-0.234650449,-0.214305741,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,8,496,252,488,18.22,4.3
mollusca,cephalopoda,Eledone moschata,12,363,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-20.5,132.3333333,-0.794266237,0.57415162,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,8,496,252,488,18.22,4.3
chordata,fish,Engraulis encrasicolus,27,275,spain,1,39,25,800,spr/sum,1,1,1600,5,-4.7,75,0.036885422,0.431181683,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,400,200,400,16.37,17.04
chordata,fish,Engraulis encrasicolus,31,138,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,-0.7,-62,0.17503576,-0.258335729,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,0,400,200,400,16.37,17.04
chordata,fish,Engraulis encrasicolus,72,95,N aegean,26,40.5,63,401,all,8,10,24,5,40.3,-105,1.017714675,-0.631712523,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,0,400,200,400,16.37,17.04
chordata,fish,Engraulis encrasicolus,16.5,146,levant,34.5,31.9,16,570,spr/sum,12,11,298,5,-15.2,-54,-0.455591063,-0.201982793,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,0,400,200,400,16.37,17.04
chordata,fish,Engraulis encrasicolus,12,346,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-19.7,146,-0.774044794,0.660849361,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,400,200,400,16.37,17.04
chordata,fish,Epigonus constanciae,328,504,spain,1,39,25,800,spr/sum,1,1,1600,4,-44,-80,-0.081172522,-0.135696735,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,160,742,451,582,26.71,11.33
chordata,fish,Epigonus constanciae,332,523,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,-40,-61,-0.069051162,-0.098691539,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,160,742,451,582,26.71,11.33
chordata,fish,Epigonus constanciae,570,570,levant,34.5,31.9,200,570,aut,12,11,298,4,198,-14,0.47145023,-0.012636643,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,160,742,451,582,26.71,11.33
chordata,fish,Epigonus constanciae,258,739,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-114,155,-0.321226546,0.247024917,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,160,742,451,582,26.71,11.33
chordata,fish,Epigonus denticulatus,449,547,malta,14.8,35.9,0,687,spr/sum,3,5,86,5,166.6,-108.8,0.836036907,-0.170648789,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,130,830,480,700,18.94,18.04
chordata,fish,Epigonus denticulatus,47,798,spain,1,39,25,800,spr/sum,1,1,1600,5,-235.4,142.2,-1.420838379,0.207011006,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,130,830,480,700,18.94,18.04
chordata,fish,Epigonus denticulatus,255,626,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,-27.4,-29.8,0.270277565,-0.03574722,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,130,830,480,700,18.94,18.04
chordata,fish,Epigonus denticulatus,570,570,levant,34.5,31.9,200,570,aut,12,11,298,5,287.6,-85.8,1.07465038,-0.12946123,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,130,830,480,700,18.94,18.04
chordata,fish,Epigonus denticulatus,91,738,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-191.4,82.2,-0.760126474,0.128846233,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,130,830,480,700,18.94,18.04
chordata,fish,Epinephelus aeneus,47,82,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,14.5,-6.666666667,0.521576771,-0.014360001,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,20,200,110,180,23.85,12.91
chordata,fish,Epinephelus aeneus,38.5,54,levant,34.5,31.9,16,570,spr/sum,12,11,298,3,6,-34.66666667,0.32208741,-0.432095202,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,20,200,110,180,23.85,12.91
chordata,fish,Epinephelus aeneus,12,130,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-20.5,41.33333333,-0.843664181,0.446455202,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,20,200,110,180,23.85,12.91
chordata,fish,Etmopterus spinax,411,687,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,100,36.125,0.375899435,0.087415742,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,200,2490,1345,2290,17.68,20.77
chordata,fish,Etmopterus spinax,124,822.5,spain,1,39,25,800,spr/sum,1,1,1600,4,-187,171.625,-0.822412214,0.267429932,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,200,2490,1345,2290,17.68,20.77
chordata,fish,Etmopterus spinax,389,693,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,78,42.125,0.320885564,0.096111449,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,200,2490,1345,2290,17.68,20.77
chordata,fish,Etmopterus spinax,320,401,N aegean,26,40.5,63,401,all,8,10,24,4,9,-249.875,0.125627216,-0.450957123,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,200,2490,1345,2290,17.68,20.77
chordata,fish,Eutrigla gurnardus,109,190,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,56.25,-146.25,1.037541351,-0.339638782,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,10,340,175,330,10.5,11.26
chordata,fish,Eutrigla gurnardus,27,529,spain,1,39,25,800,spr/sum,1,1,1600,4,-25.75,192.75,-0.357969665,0.684325578,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,10,340,175,330,10.5,11.26
chordata,fish,Eutrigla gurnardus,63,95,N aegean,26,40.5,63,401,all,8,10,24,4,10.25,-241.25,0.489328195,-1.032785963,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,10,340,175,330,10.5,11.26
chordata,fish,Eutrigla gurnardus,12,531,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-40.75,194.75,-1.168899881,0.688099167,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,10,340,175,330,10.5,11.26
chordata,fish,Gadiculus argenteus,53,761,spain,1,39,25,800,spr/sum,1,1,1600,4,-56.75,145.5,-0.565673451,0.239947023,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,100,1000,550,900,16.04,15.3
chordata,fish,Gadiculus argenteus,165,610,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,55.25,-5.5,0.56998011,0.018772622,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,100,1000,550,900,16.04,15.3
chordata,fish,Gadiculus argenteus,170,401,N aegean,26,40.5,63,401,all,8,10,24,4,60.25,-214.5,0.599833073,-0.400724908,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,100,1000,550,900,16.04,15.3
chordata,fish,Gadiculus argenteus,51,690,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-58.75,74.5,-0.604139732,0.142005263,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,100,1000,550,900,16.04,15.3
chordata,fish,Gaidropsarus biscayensis,47,793,spain,1,39,25,800,spr/sum,1,1,1600,3,-96,210,-0.731720059,0.371067806,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,80,600,340,520,19.05,7.15
chordata,fish,Gaidropsarus biscayensis,62,626,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,-81,43,-0.454733276,0.134594955,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,80,600,340,520,19.05,7.15
chordata,fish,Gaidropsarus biscayensis,320,330,N aegean,26,40.5,63,401,all,8,10,24,3,177,-253,1.186453335,-0.505662761,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,80,600,340,520,19.05,7.15
chordata,fish,Gaidropsarus mediterraneus,542,612,malta,14.8,35.9,0,687,spr/sum,3,5,86,3,302.6666667,15.66666667,1.247532417,0.026548768,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,1,450,225.5,449,14.6,12.79
chordata,fish,Gaidropsarus mediterraneus,116,610,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,-123.3333333,13.66666667,-0.294143394,0.023275443,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,450,225.5,449,14.6,12.79
chordata,fish,Gaidropsarus mediterraneus,60,567,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-179.3333333,-29.33333333,-0.953389023,-0.049824211,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,450,225.5,449,14.6,12.79
chordata,fish,Galeus melastomus,304,687,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,44.5,33.91666667,0.374415553,0.075885162,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,55,1873,964,1818,14.73,16.65
chordata,fish,Galeus melastomus,77,822.5,spain,1,39,25,800,spr/sum,1,1,1600,6,-182.5,169.4166667,-0.998806726,0.255899353,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,55,1873,964,1818,14.73,16.65
chordata,fish,Galeus melastomus,295,693,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,35.5,39.91666667,0.344363208,0.084580869,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,55,1873,964,1818,14.73,16.65
chordata,fish,Galeus melastomus,101,745,balearic islands,3.4,40,44,745,spring,10,2,88,6,-158.5,91.91666667,-0.727491631,0.156935088,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,55,1873,964,1818,14.73,16.65
chordata,fish,Galeus melastomus,210,401,N aegean,26,40.5,63,401,all,8,10,24,6,-49.5,-252.0833333,0.004495383,-0.462487703,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,55,1873,964,1818,14.73,16.65
chordata,fish,Galeus melastomus,570,570,levant,34.5,31.9,200,570,aut,12,11,298,6,310.5,-83.08333333,1.003024213,-0.110812769,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,55,1873,964,1818,14.73,16.65
crustacea,malacostraca,Geryon longipes,547,687,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,95,-66.625,0.500215257,-0.090512064,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,5,1871,938,1866,17.98,12.8
crustacea,malacostraca,Geryon longipes,62,822.5,spain,1,39,25,800,spr/sum,1,1,1600,4,-390,68.875,-1.677099161,0.089502126,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,1871,938,1866,17.98,12.8
crustacea,malacostraca,Geryon longipes,649,745,balearic islands,3.4,40,44,745,spring,10,2,88,4,197,-8.625,0.671199171,-0.009462138,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,5,1871,938,1866,17.98,12.8
crustacea,malacostraca,Geryon longipes,550,760,corsica,12,41.5,10,760,spr/sum,14,3,46,4,98,6.375,0.505684733,0.010472077,19.28058322,25.85475032,13.85058339,12.00416668,37.42674987,0.212500001,14.10588751,5,1871,938,1866,17.98,12.8
chordata,fish,Glossanodon leioglossus,102,475,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,21.5,-75.345,0.335605973,-0.112390478,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,200,4000,2100,3800,19.48,7.41
chordata,fish,Glossanodon leioglossus,75,691.38,spain,1,39,25,800,spr/sum,1,1,1600,4,-5.5,141.035,0.028121274,0.262984319,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,200,4000,2100,3800,19.48,7.41
chordata,fish,Glossanodon leioglossus,112,360,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,31.5,-190.345,0.429132031,-0.38960125,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,200,4000,2100,3800,19.48,7.41
chordata,fish,Glossanodon leioglossus,33,675,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-47.5,124.655,-0.792859278,0.239007409,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,200,4000,2100,3800,19.48,7.41
chordata,fish,Gnathophis mystax,144,599,malta,14.8,35.9,0,687,spr/sum,3,5,86,5,73.8,115.4,1.051975464,0.463591799,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,75,800,437.5,725,19.54,11.3
chordata,fish,Gnathophis mystax,58,720,spain,1,39,25,800,spr/sum,1,1,1600,5,-12.2,236.4,0.142605175,0.647581413,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,75,800,437.5,725,19.54,11.3
chordata,fish,Gnathophis mystax,107,433,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,36.8,-50.6,0.754990999,0.139067929,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,75,800,437.5,725,19.54,11.3
chordata,fish,Gnathophis mystax,30,68,levant,34.5,31.9,16,570,spr/sum,12,11,298,5,-40.2,-415.6,-0.516640454,-1.712162094,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,75,800,437.5,725,19.54,11.3
chordata,fish,Gnathophis mystax,12,598,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-58.2,114.4,-1.432931185,0.461920954,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,75,800,437.5,725,19.54,11.3
chordata,fish,Gobius geniporus,26,168,spain,1,39,25,800,spr/sum,1,1,1600,3,-2.666666667,-70.66666667,-0.089421329,-0.268684168,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,30,15,30,18.16,4.61
chordata,fish,Gobius geniporus,26,383,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,-2.666666667,144.3333333,-0.089421329,0.555386842,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,0,30,15,30,18.16,4.61
chordata,fish,Gobius geniporus,34,165,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,5.333333333,-73.66666667,0.178842658,-0.286702674,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,30,15,30,18.16,4.61
chordata,fish,Gobius niger,34,143,spain,1,39,25,800,spr/sum,1,1,1600,5,-3.4,-110.2,0.085012843,-0.281535421,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,96,48.5,95,11.17,13.91
chordata,fish,Gobius niger,26,379,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,-11.4,125.8,-0.183251144,0.693156154,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,96,48.5,95,11.17,13.91
chordata,fish,Gobius niger,80,95,N aegean,26,40.5,63,401,all,8,10,24,5,42.6,-158.2,0.940678953,-0.69050316,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,1,96,48.5,95,11.17,13.91
chordata,fish,Gobius niger,35,84,levant,34.5,31.9,16,570,spr/sum,12,11,298,5,-2.4,-169.2,0.11400038,-0.813563253,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,1,96,48.5,95,11.17,13.91
chordata,fish,Gobius niger,12,565,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-25.4,311.8,-0.956441032,1.09244568,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,96,48.5,95,11.17,13.91
crustacea,malacostraca,Goneplax rhomboides,79,455,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,-62,-63.75,0.228080312,-0.092297543,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,3,750,376.5,747,13.97,14.16
crustacea,malacostraca,Goneplax rhomboides,30,786,spain,1,39,25,800,spr/sum,1,1,1600,4,-111,267.25,-0.740170159,0.454361831,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,3,750,376.5,747,13.97,14.16
crustacea,malacostraca,Goneplax rhomboides,440,440,levant,34.5,31.9,200,570,aut,12,11,298,4,299,-78.75,1.945407186,-0.125820235,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,3,750,376.5,747,13.97,14.16
crustacea,malacostraca,Goneplax rhomboides,15,394,corsica,12,41.5,10,760,spr/sum,14,3,46,4,-126,-124.75,-1.433317339,-0.236244053,19.28058322,25.85475032,13.85058339,12.00416668,37.42674987,0.212500001,14.10588751,3,750,376.5,747,13.97,14.16
chordata,fish,Helicolenus dactylopterus,91,687,malta,14.8,35.9,0,687,spr/sum,3,5,86,8,-13.5,55.25,-0.035522375,0.105272822,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,50,1100,575,1050,15.96,19.84
chordata,fish,Helicolenus dactylopterus,98,692,E ionian,20.9,38.4,28,735,spr/sum,4,8,241,8,-6.5,60.25,0.038585597,0.112524486,20.10480022,26.44720001,14.67510014,11.77209988,38.51939964,0.229199997,14.94248943,50,1100,575,1050,15.96,19.84
chordata,fish,Helicolenus dactylopterus,48,786,spain,1,39,25,800,spr/sum,1,1,1600,8,-56.5,154.25,-0.675180871,0.239895323,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,50,1100,575,1050,15.96,19.84
chordata,fish,Helicolenus dactylopterus,106,614,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,8,1.5,-17.75,0.117057212,-0.007066542,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,50,1100,575,1050,15.96,19.84
chordata,fish,Helicolenus dactylopterus,153,538,balearic islands,3.4,40,44,745,spring,10,2,88,8,48.5,-93.75,0.48405604,-0.13920291,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,50,1100,575,1050,15.96,19.84
chordata,fish,Helicolenus dactylopterus,90,392,N aegean,26,40.5,63,401,all,8,10,24,8,-14.5,-239.75,-0.046572211,-0.45579963,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,50,1100,575,1050,15.96,19.84
chordata,fish,Helicolenus dactylopterus,200,570,levant,34.5,31.9,200,570,aut,12,11,298,8,95.5,-61.75,0.751935485,-0.081425109,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,50,1100,575,1050,15.96,19.84
chordata,fish,Helicolenus dactylopterus,50,775,Ionian,17.5,38.5,10,4000,all,9,6,1841,8,-54.5,143.25,-0.634358876,0.22580156,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,50,1100,575,1050,15.96,19.84
chordata,fish,Heptranchias perlo,411,680,malta,14.8,35.9,0,687,spr/sum,3,5,86,3,24,153,0.067837229,0.293290962,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,0,1000,500,1000,20.68,17.05
chordata,fish,Heptranchias perlo,428,556,spain,1,39,25,800,spr/sum,1,1,1600,3,41,29,0.10836721,0.091966458,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,1000,500,1000,20.68,17.05
chordata,fish,Heptranchias perlo,322,345,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-65,-182,-0.17620444,-0.385257419,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,1000,500,1000,20.68,17.05
mollusca,cephalopoda,Heteroteuthis dispar,137.85,799,spain,1,39,25,800,spr/sum,1,1,1600,4,-194.3625,186,-0.771168281,0.322075147,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,200,3000,1600,2800,20.57,19.64
mollusca,cephalopoda,Heteroteuthis dispar,332,735,S aegean,25.5,37,16,770,spr/sum,11,9,708,4,-0.2125,122,0.107800551,0.238584701,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,200,3000,1600,2800,20.57,19.64
mollusca,cephalopoda,Heteroteuthis dispar,320,320,levant,34.5,31.9,200,570,aut,12,11,298,4,-12.2125,-293,0.070986578,-0.592964803,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,200,3000,1600,2800,20.57,19.64
mollusca,cephalopoda,Heteroteuthis dispar,539,598,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,4,206.7875,-15,0.592381153,0.032304955,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,200,3000,1600,2800,20.57,19.64
chordata,fish,Hippocampus hippocampus,62.75,62.75,spain,1,39,25,800,spr/sum,1,1,1600,3,25.83333333,13.5,0.719339912,0.270315363,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,60,30,60,15.93,17.06
chordata,fish,Hippocampus hippocampus,35,35,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,-1.916666667,-14.25,0.135529396,-0.313495153,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,0,60,30,60,15.93,17.06
chordata,fish,Hippocampus hippocampus,13,50,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-23.91666667,0.75,-0.854869308,0.04317979,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,60,30,60,15.93,17.06
mollusca,cephalopoda,Histioteuthis bonnellii,138,761,spain,1,39,25,800,spr/sum,1,1,1600,4,-99,73.25,-0.398984532,0.127909767,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,2000,1000.5,1999,18.13,19.23
mollusca,cephalopoda,Histioteuthis bonnellii,440,440,levant,34.5,31.9,200,570,aut,12,11,298,4,203,-247.75,0.760536509,-0.419948864,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,1,2000,1000.5,1999,18.13,19.23
mollusca,cephalopoda,Histioteuthis bonnellii,116,787,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,4,-121,99.25,-0.572648026,0.161504657,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,1,2000,1000.5,1999,18.13,19.23
mollusca,cephalopoda,Histioteuthis bonnellii,254,763,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,17,75.25,0.211096049,0.13053444,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,2000,1000.5,1999,18.13,19.23
mollusca,cephalopoda,Histioteuthis reversa,317,754.3,spain,1,39,25,800,spr/sum,1,1,1600,3,-26.66666667,15.2,0.05254824,0.021339135,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,4332,2166,4332,16.59,21.06
mollusca,cephalopoda,Histioteuthis reversa,561,694,S aegean,25.5,37,16,770,spr/sum,11,9,708,3,217.3333333,-45.1,0.623367372,-0.061979072,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,0,4332,2166,4332,16.59,21.06
mollusca,cephalopoda,Histioteuthis reversa,153,769,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-190.6666667,29.9,-0.675915612,0.040639937,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,4332,2166,4332,16.59,21.06
